day,day_of_year,weekday,hour,is_weekend,temp_c,load_kw,in_tariff_peak,is_demand_peak
25,26,4,7,0,12.41,0.9983,0,1
25,26,4,8,0,11.77,0.2641,0,0
25,26,4,9,0,14.04,0.1517,0,0
25,26,4,10,0,13.43,0.1713,0,0
25,26,4,11,0,16.01,0.8657,0,0
25,26,4,12,0,18.71,0.9937,0,1
25,26,4,13,0,17.5,0.2122,0,0
25,26,4,14,0,18.97,0.993,0,0
25,26,4,15,0,19.69,0.1979,0,0
25,26,4,16,0,20.5,0.2288,0,0
25,26,4,17,0,19.7,0.2217,0,0
25,26,4,18,0,17.96,0.5815,1,0
25,26,4,19,0,15.33,0.9906,1,0
25,26,4,20,0,17.16,1.0975,1,1
25,26,4,21,0,13.34,0.6779,1,0
25,26,4,22,0,9.34,0.3928,0,0
25,26,4,23,0,12.36,0.5811,0,0
26,27,5,0,1,8.82,0.165,0,0
26,27,5,1,1,8.73,0.1264,0,0
26,27,5,2,1,8.99,0.1561,0,0
26,27,5,3,1,7.62,0.1824,0,0
26,27,5,4,1,9.03,0.1499,0,0
26,27,5,5,1,9.69,0.256,0,0
26,27,5,6,1,10.74,0.6144,0,0
26,27,5,7,1,10.83,0.6559,0,0
26,27,5,8,1,11.73,0.1447,0,0
26,27,5,9,1,13.26,0.2147,0,0
26,27,5,10,1,15.65,0.1418,0,0
26,27,5,11,1,16.45,0.2803,0,0
26,27,5,12,1,18.48,0.1321,0,0
26,27,5,13,1,18.03,0.2593,0,0
26,27,5,14,1,18.91,0.2735,0,0
26,27,5,15,1,19.87,1.3246,0,1
26,27,5,16,1,18.79,0.3301,0,0
26,27,5,17,1,19.43,0.2583,0,0
26,27,5,18,1,17.03,0.6515,1,0
26,27,5,19,1,16.15,0.7112,1,0
26,27,5,20,1,15.27,1.0971,1,1
26,27,5,21,1,13.53,0.6705,1,0
26,27,5,22,1,10.81,0.7193,0,0
26,27,5,23,1,11.11,0.7836,0,1
27,28,6,0,1,8.87,0.1281,0,0
27,28,6,1,1,9.38,0.1546,0,0
27,28,6,2,1,10.82,0.1394,0,0
27,28,6,3,1,9.12,0.1557,0,0
27,28,6,4,1,11.11,0.1677,0,0
27,28,6,5,1,9.84,0.327,0,0
27,28,6,6,1,11.62,0.6519,0,0
27,28,6,7,1,10.43,0.976,0,0
27,28,6,8,1,12.75,0.2321,0,0
27,28,6,9,1,12.07,0.2893,0,0
27,28,6,10,1,15.33,0.1988,0,0
27,28,6,11,1,16.08,0.2267,0,0
27,28,6,12,1,18.24,0.1818,0,0
27,28,6,13,1,20.0,1.0588,0,1
27,28,6,14,1,18.16,0.263,0,0
27,28,6,15,1,20.43,0.3587,0,0
27,28,6,16,1,17.87,0.14,0,0
27,28,6,17,1,21.55,1.2386,0,1
27,28,6,18,1,16.6,0.5988,1,0
27,28,6,19,1,17.48,1.177,1,1
27,28,6,20,1,14.75,0.6297,1,0
27,28,6,21,1,13.6,0.484,1,0
27,28,6,22,1,13.09,0.5961,0,0
27,28,6,23,1,12.74,0.6671,0,0
28,29,0,0,0,9.97,0.1288,0,0
28,29,0,1,0,10.26,0.1695,0,0
28,29,0,2,0,6.62,0.1794,0,0
28,29,0,3,0,8.12,0.1829,0,0
28,29,0,4,0,6.55,0.1464,0,0
28,29,0,5,0,9.44,0.3662,0,0
28,29,0,6,0,10.46,0.6759,0,0
28,29,0,7,0,9.65,0.9745,0,1
28,29,0,8,0,12.4,0.2025,0,0
28,29,0,9,0,14.2,0.2385,0,0
28,29,0,10,0,17.4,0.2048,0,0
28,29,0,11,0,15.66,0.2103,0,0
28,29,0,12,0,17.88,0.2196,0,0
28,29,0,13,0,20.61,0.9459,0,0
28,29,0,14,0,20.67,0.3064,0,0
28,29,0,15,0,19.26,0.1666,0,0
28,29,0,16,0,18.62,1.0274,0,1
28,29,0,17,0,17.97,0.3062,0,0
28,29,0,18,0,17.18,0.7454,1,0
28,29,0,19,0,16.82,0.9591,1,1
28,29,0,20,0,15.83,0.5683,1,0
28,29,0,21,0,14.16,0.4268,1,0
28,29,0,22,0,12.02,0.676,0,0
28,29,0,23,0,10.35,0.7508,0,0
29,30,1,0,0,9.0,0.1467,0,0
29,30,1,1,0,8.97,0.1311,0,0
29,30,1,2,0,9.35,0.1355,0,0
29,30,1,3,0,5.64,0.1522,0,0
29,30,1,4,0,9.09,0.1435,0,0
29,30,1,5,0,8.8,0.3127,0,0
29,30,1,6,0,10.44,0.7744,0,0
29,30,1,7,0,12.1,0.9563,0,1
29,30,1,8,0,13.04,0.1761,0,0
29,30,1,9,0,13.49,0.281,0,0
29,30,1,10,0,18.08,0.1785,0,0
29,30,1,11,0,14.83,0.2199,0,0
29,30,1,12,0,17.56,0.1322,0,0
29,30,1,13,0,17.68,0.2499,0,0
29,30,1,14,0,20.19,1.3913,0,1
29,30,1,15,0,18.03,0.2097,0,0
29,30,1,16,0,19.46,0.1828,0,0
29,30,1,17,0,18.27,0.3913,0,0
29,30,1,18,0,15.71,0.5459,1,0
29,30,1,19,0,16.73,0.9485,1,1
29,30,1,20,0,14.77,0.5206,1,0
29,30,1,21,0,13.45,0.4955,1,0
29,30,1,22,0,10.53,0.49,0,0
29,30,1,23,0,12.13,0.5828,0,0
30,31,2,0,0,10.32,0.1534,0,0
30,31,2,1,0,10.0,0.1576,0,0
30,31,2,2,0,9.84,0.1814,0,0
30,31,2,3,0,9.06,0.1273,0,0
30,31,2,4,0,9.63,0.1573,0,0
30,31,2,5,0,7.91,0.3325,0,0
30,31,2,6,0,9.73,0.2865,0,0
30,31,2,7,0,11.72,0.8638,0,1
30,31,2,8,0,13.46,0.2742,0,0
30,31,2,9,0,14.03,0.1747,0,0
30,31,2,10,0,15.51,0.1472,0,0
30,31,2,11,0,18.11,0.3016,0,0
30,31,2,12,0,18.39,0.1676,0,0
30,31,2,13,0,20.34,0.2251,0,0
30,31,2,14,0,19.5,1.2563,0,1
30,31,2,15,0,20.18,0.1828,0,0
30,31,2,16,0,20.31,0.2286,0,0
30,31,2,17,0,18.71,0.3473,0,0
30,31,2,18,0,17.84,0.6707,1,0
30,31,2,19,0,15.93,0.4093,1,0
30,31,2,20,0,15.09,0.6146,1,0
30,31,2,21,0,15.15,0.7427,1,1
30,31,2,22,0,11.01,0.6069,0,0
30,31,2,23,0,11.45,0.4905,0,0
31,32,3,0,0,10.25,0.1253,0,0
31,32,3,1,0,8.66,0.1292,0,0
31,32,3,2,0,6.61,0.1467,0,0
31,32,3,3,0,6.41,0.1388,0,0
31,32,3,4,0,7.52,0.1821,0,0
31,32,3,5,0,8.68,0.2134,0,0
31,32,3,6,0,10.51,0.7506,0,1
31,32,3,7,0,11.85,0.8894,0,1
31,32,3,8,0,11.01,0.236,0,0
31,32,3,9,0,14.61,0.1868,0,0
31,32,3,10,0,17.51,0.1608,0,0
31,32,3,11,0,15.78,0.1989,0,0
31,32,3,12,0,18.76,0.1647,0,0
31,32,3,13,0,19.75,0.256,0,0
31,32,3,14,0,17.1,0.1698,0,0
31,32,3,15,0,21.2,0.1308,0,0
31,32,3,16,0,18.14,0.2765,0,0
31,32,3,17,0,18.35,0.3705,0,0
31,32,3,18,0,18.23,0.6716,1,0
31,32,3,19,0,14.59,0.6543,1,0
31,32,3,20,0,15.68,0.9431,1,1
31,32,3,21,0,13.11,0.6103,1,0
31,32,3,22,0,11.97,0.6625,0,0
31,32,3,23,0,12.64,0.5245,0,0
32,33,4,0,0,9.45,0.1608,0,0
32,33,4,1,0,8.77,0.1538,0,0
32,33,4,2,0,5.19,0.1224,0,0
32,33,4,3,0,7.59,0.1475,0,0
32,33,4,4,0,10.06,0.1541,0,0
32,33,4,5,0,9.45,0.2762,0,0
32,33,4,6,0,9.95,0.8577,0,1
32,33,4,7,0,12.38,0.24,0,0
32,33,4,8,0,11.68,0.1373,0,0
32,33,4,9,0,12.62,0.1955,0,0
32,33,4,10,0,16.23,0.2026,0,0
32,33,4,11,0,17.9,0.1474,0,0
32,33,4,12,0,19.47,0.2658,0,0
32,33,4,13,0,19.33,0.2549,0,0
32,33,4,14,0,19.09,0.1701,0,0
32,33,4,15,0,21.08,0.1375,0,0
32,33,4,16,0,20.33,0.1407,0,0
32,33,4,17,0,17.5,0.3376,0,0
32,33,4,18,0,17.68,0.5974,1,0
32,33,4,19,0,15.08,0.8359,1,1
32,33,4,20,0,15.9,1.3443,1,1
32,33,4,21,0,12.74,0.4521,1,0
32,33,4,22,0,14.07,0.7694,0,0
32,33,4,23,0,12.12,0.7926,0,0
33,34,5,0,1,11.57,0.141,0,0
33,34,5,1,1,10.75,0.1443,0,0
33,34,5,2,1,9.22,0.1655,0,0
33,34,5,3,1,9.36,0.1333,0,0
33,34,5,4,1,7.21,0.164,0,0
33,34,5,5,1,9.41,0.2377,0,0
33,34,5,6,1,8.82,0.8456,0,0
33,34,5,7,1,13.49,0.9037,0,0
33,34,5,8,1,12.03,0.1823,0,0
33,34,5,9,1,14.09,0.1445,0,0
33,34,5,10,1,13.48,1.0153,0,1
33,34,5,11,1,17.54,0.2022,0,0
33,34,5,12,1,18.42,0.2571,0,0
33,34,5,13,1,18.86,0.2007,0,0
33,34,5,14,1,17.96,1.3553,0,1
33,34,5,15,1,20.08,0.2954,0,0
33,34,5,16,1,19.37,0.3286,0,0
33,34,5,17,1,15.84,0.1567,0,0
33,34,5,18,1,17.84,0.6902,1,0
33,34,5,19,1,14.13,1.0734,1,1
33,34,5,20,1,17.37,0.4399,1,0
33,34,5,21,1,13.13,0.7669,1,0
33,34,5,22,1,12.64,0.6765,0,0
33,34,5,23,1,9.88,0.548,0,0
34,35,6,0,1,8.98,0.1687,0,0
34,35,6,1,1,9.1,0.1333,0,0
34,35,6,2,1,8.7,0.1826,0,0
34,35,6,3,1,8.24,0.1355,0,0
34,35,6,4,1,8.07,0.1595,0,0
34,35,6,5,1,9.67,0.2279,0,0
34,35,6,6,1,7.78,0.8166,0,1
34,35,6,7,1,13.18,0.2282,0,0
34,35,6,8,1,10.59,0.2579,0,0
34,35,6,9,1,15.6,0.1516,0,0
34,35,6,10,1,14.83,0.2734,0,0
34,35,6,11,1,17.29,0.2403,0,0
34,35,6,12,1,17.6,0.1292,0,0
34,35,6,13,1,18.36,0.9761,0,1
34,35,6,14,1,17.35,0.3832,0,0
34,35,6,15,1,18.66,0.2735,0,0
34,35,6,16,1,21.4,0.2827,0,0
34,35,6,17,1,18.66,0.2892,0,0
34,35,6,18,1,18.26,0.4181,1,0
34,35,6,19,1,17.75,0.6899,1,1
34,35,6,20,1,13.54,0.5582,1,0
34,35,6,21,1,15.01,0.4783,1,0
34,35,6,22,1,13.37,0.5046,0,0
34,35,6,23,1,11.19,0.5604,0,0
35,36,0,0,0,11.38,0.1275,0,0
35,36,0,1,0,9.43,0.1731,0,0
35,36,0,2,0,9.18,0.1515,0,0
35,36,0,3,0,8.92,0.1517,0,0
35,36,0,4,0,10.07,0.1457,0,0
35,36,0,5,0,10.22,0.3426,0,0
35,36,0,6,0,9.4,0.8762,0,1
35,36,0,7,0,11.65,0.7802,0,0
35,36,0,8,0,13.39,0.1539,0,0
35,36,0,9,0,15.3,0.2678,0,0
35,36,0,10,0,16.93,0.2001,0,0
35,36,0,11,0,17.47,0.2971,0,0
35,36,0,12,0,20.48,1.1824,0,1
35,36,0,13,0,18.36,0.2484,0,0
35,36,0,14,0,19.53,0.1529,0,0
35,36,0,15,0,19.19,0.2518,0,0
35,36,0,16,0,19.77,0.2788,0,0
35,36,0,17,0,19.77,0.3217,0,0
35,36,0,18,0,17.86,0.6879,1,0
35,36,0,19,0,15.79,0.7354,1,0
35,36,0,20,0,17.88,0.9806,1,1
35,36,0,21,0,15.39,0.5309,1,0
35,36,0,22,0,11.93,0.4179,0,0
35,36,0,23,0,13.04,0.567,0,0
36,37,1,0,0,9.82,0.1517,0,0
36,37,1,1,0,8.01,0.1719,0,0
36,37,1,2,0,8.66,0.1858,0,0
36,37,1,3,0,6.92,0.1475,0,0
36,37,1,4,0,7.58,0.1798,0,0
36,37,1,5,0,10.13,0.2354,0,0
36,37,1,6,0,9.41,0.9989,0,1
36,37,1,7,0,10.43,1.0045,0,1
36,37,1,8,0,12.9,0.2781,0,0
36,37,1,9,0,13.36,0.1702,0,0
36,37,1,10,0,14.35,0.2718,0,0
36,37,1,11,0,16.37,0.3012,0,0
36,37,1,12,0,16.76,0.1496,0,0
36,37,1,13,0,20.6,0.2797,0,0
36,37,1,14,0,18.37,0.2434,0,0
36,37,1,15,0,20.29,0.1722,0,0
36,37,1,16,0,19.45,0.2639,0,0
36,37,1,17,0,18.67,0.2909,0,0
36,37,1,18,0,17.89,0.6921,1,0
36,37,1,19,0,16.68,0.6032,1,0
36,37,1,20,0,14.78,0.9637,1,1
36,37,1,21,0,15.05,0.5758,1,0
36,37,1,22,0,13.55,0.5467,0,0
36,37,1,23,0,10.94,0.7087,0,0
37,38,2,0,0,11.61,0.1588,0,0
37,38,2,1,0,8.01,0.1492,0,0
37,38,2,2,0,8.88,0.1795,0,0
37,38,2,3,0,8.52,0.1664,0,0
37,38,2,4,0,8.33,0.1559,0,0
37,38,2,5,0,9.87,0.2785,0,0
37,38,2,6,0,10.26,0.8569,0,1
37,38,2,7,0,13.23,1.0121,0,1
37,38,2,8,0,12.02,0.1497,0,0
37,38,2,9,0,14.18,0.2596,0,0
37,38,2,10,0,17.42,0.1787,0,0
37,38,2,11,0,18.13,0.1521,0,0
37,38,2,12,0,19.21,0.2576,0,0
37,38,2,13,0,19.75,0.1629,0,0
37,38,2,14,0,20.75,0.1912,0,0
37,38,2,15,0,20.79,0.2478,0,0
37,38,2,16,0,18.4,0.1973,0,0
37,38,2,17,0,19.55,1.049,0,1
37,38,2,18,0,15.81,0.6927,1,0
37,38,2,19,0,15.88,0.7106,1,0
37,38,2,20,0,14.23,0.5659,1,0
37,38,2,21,0,14.98,0.6155,1,0
37,38,2,22,0,13.45,0.6878,0,0
37,38,2,23,0,11.3,0.6452,0,0
38,39,3,0,0,9.4,0.168,0,0
38,39,3,1,0,8.95,0.1831,0,0
38,39,3,2,0,8.75,0.1454,0,0
38,39,3,3,0,9.08,0.1325,0,0
38,39,3,4,0,8.73,0.1742,0,0
38,39,3,5,0,9.81,0.3015,0,0
38,39,3,6,0,11.01,0.7172,0,0
38,39,3,7,0,13.45,0.2769,0,0
38,39,3,8,0,12.19,0.2958,0,0
38,39,3,9,0,14.14,1.1196,0,1
38,39,3,10,0,15.93,0.2575,0,0
38,39,3,11,0,17.48,0.2986,0,0
38,39,3,12,0,18.95,1.0009,0,1
38,39,3,13,0,20.52,0.2031,0,0
38,39,3,14,0,19.03,0.273,0,0
38,39,3,15,0,18.84,0.1769,0,0
38,39,3,16,0,19.49,0.1942,0,0
38,39,3,17,0,19.44,0.1962,0,0
38,39,3,18,0,18.5,0.3964,1,0
38,39,3,19,0,17.47,0.4631,1,0
38,39,3,20,0,16.13,0.9542,1,1
38,39,3,21,0,12.79,0.7367,1,0
38,39,3,22,0,13.94,0.6154,0,0
38,39,3,23,0,9.9,0.3785,0,0
39,40,4,0,0,11.75,0.1363,0,0
39,40,4,1,0,9.52,0.1748,0,0
39,40,4,2,0,8.93,0.1478,0,0
39,40,4,3,0,10.95,0.1518,0,0
39,40,4,4,0,9.49,0.1444,0,0
39,40,4,5,0,8.82,0.2171,0,0
39,40,4,6,0,11.82,0.9368,0,1
39,40,4,7,0,12.11,0.3444,0,0
39,40,4,8,0,13.28,0.2593,0,0
39,40,4,9,0,12.03,0.1363,0,0
39,40,4,10,0,16.62,0.129,0,0
39,40,4,11,0,16.74,0.1954,0,0
39,40,4,12,0,18.99,0.2848,0,0
39,40,4,13,0,19.76,0.2173,0,0
39,40,4,14,0,18.62,0.2572,0,0
39,40,4,15,0,19.99,0.2639,0,0
39,40,4,16,0,19.02,0.2681,0,0
39,40,4,17,0,19.55,0.2349,0,0
39,40,4,18,0,19.44,0.5046,1,0
39,40,4,19,0,19.29,0.5376,1,0
39,40,4,20,0,14.49,0.9954,1,1
39,40,4,21,0,15.6,0.5911,1,0
39,40,4,22,0,12.2,0.6139,0,1
39,40,4,23,0,13.43,0.5442,0,0
40,41,5,0,1,8.77,0.1214,0,0
40,41,5,1,1,8.62,0.1442,0,0
40,41,5,2,1,8.18,0.1661,0,0
40,41,5,3,1,8.34,0.1552,0,0
40,41,5,4,1,10.09,0.1525,0,0
40,41,5,5,1,9.34,0.3117,0,0
40,41,5,6,1,9.35,0.6421,0,0
40,41,5,7,1,11.59,0.2934,0,0
40,41,5,8,1,12.73,0.2049,0,0
40,41,5,9,1,12.58,0.2445,0,0
40,41,5,10,1,14.87,0.2744,0,0
40,41,5,11,1,17.65,0.9648,0,1
40,41,5,12,1,18.02,0.2013,0,0
40,41,5,13,1,20.09,0.3223,0,0
40,41,5,14,1,20.22,0.2711,0,0
40,41,5,15,1,19.92,0.1713,0,0
40,41,5,16,1,20.3,0.1957,0,0
40,41,5,17,1,20.52,1.3826,0,1
40,41,5,18,1,18.92,0.7165,1,0
40,41,5,19,1,18.74,0.5166,1,0
40,41,5,20,1,17.71,1.2056,1,1
40,41,5,21,1,15.45,0.5224,1,0
40,41,5,22,1,13.3,0.5006,0,0
40,41,5,23,1,11.34,0.6563,0,0
41,42,6,0,1,11.56,0.1712,0,0
41,42,6,1,1,10.67,0.1717,0,0
41,42,6,2,1,9.22,0.1575,0,0
41,42,6,3,1,11.49,0.1682,0,0
41,42,6,4,1,8.56,0.1795,0,0
41,42,6,5,1,9.07,0.3292,0,0
41,42,6,6,1,12.43,0.886,0,1
41,42,6,7,1,12.58,0.8637,0,1
41,42,6,8,1,13.62,0.1994,0,0
41,42,6,9,1,17.01,0.2543,0,0
41,42,6,10,1,13.88,0.236,0,0
41,42,6,11,1,16.27,0.176,0,0
41,42,6,12,1,17.67,0.2665,0,0
41,42,6,13,1,18.72,0.4216,0,0
41,42,6,14,1,20.97,0.2892,0,0
41,42,6,15,1,19.69,0.1394,0,0
41,42,6,16,1,19.96,0.2775,0,0
41,42,6,17,1,19.7,0.3289,0,0
41,42,6,18,1,17.49,0.562,1,0
41,42,6,19,1,17.3,1.3391,1,1
41,42,6,20,1,16.27,0.7098,1,0
41,42,6,21,1,13.99,0.6465,1,0
41,42,6,22,1,12.69,0.6477,0,0
41,42,6,23,1,11.42,0.6725,0,0
42,43,0,0,0,10.54,0.1584,0,0
42,43,0,1,0,11.46,0.1327,0,0
42,43,0,2,0,11.45,0.1176,0,0
42,43,0,3,0,7.53,0.1758,0,0
42,43,0,4,0,9.9,0.1412,0,0
42,43,0,5,0,8.68,0.251,0,0
42,43,0,6,0,11.33,0.3258,0,0
42,43,0,7,0,14.05,0.9146,0,1
42,43,0,8,0,12.3,0.1682,0,0
42,43,0,9,0,15.4,0.2017,0,0
42,43,0,10,0,17.04,0.2521,0,0
42,43,0,11,0,14.94,0.2559,0,0
42,43,0,12,0,17.76,0.2931,0,0
42,43,0,13,0,20.3,0.2972,0,0
42,43,0,14,0,20.21,0.1241,0,0
42,43,0,15,0,19.5,0.2063,0,0
42,43,0,16,0,21.09,0.2454,0,0
42,43,0,17,0,19.81,0.3669,0,0
42,43,0,18,0,20.66,0.4285,1,0
42,43,0,19,0,17.54,0.4427,1,0
42,43,0,20,0,16.72,0.6147,1,1
42,43,0,21,0,14.96,0.4946,1,0
42,43,0,22,0,12.59,0.6913,0,1
42,43,0,23,0,11.89,0.5105,0,0
43,44,1,0,0,12.47,0.1595,0,0
43,44,1,1,0,9.74,0.2017,0,0
43,44,1,2,0,9.78,0.1578,0,0
43,44,1,3,0,7.34,0.1581,0,0
43,44,1,4,0,9.17,0.1451,0,0
43,44,1,5,0,8.42,0.2554,0,0
43,44,1,6,0,11.1,0.7278,0,1
43,44,1,7,0,12.19,0.6732,0,0
43,44,1,8,0,12.34,0.1813,0,0
43,44,1,9,0,13.34,0.1255,0,0
43,44,1,10,0,16.61,0.1791,0,0
43,44,1,11,0,17.94,0.2763,0,0
43,44,1,12,0,19.98,0.8772,0,1
43,44,1,13,0,20.62,0.1633,0,0
43,44,1,14,0,20.31,0.1652,0,0
43,44,1,15,0,21.55,0.1728,0,0
43,44,1,16,0,19.74,0.2769,0,0
43,44,1,17,0,20.71,0.2327,0,0
43,44,1,18,0,17.62,0.702,1,1
43,44,1,19,0,18.64,0.6868,1,0
43,44,1,20,0,16.03,0.5038,1,0
43,44,1,21,0,13.89,0.6086,1,0
43,44,1,22,0,13.86,0.5875,0,0
43,44,1,23,0,11.64,0.4938,0,0
44,45,2,0,0,10.83,0.1805,0,0
44,45,2,1,0,9.88,0.1692,0,0
44,45,2,2,0,8.06,0.1697,0,0
44,45,2,3,0,10.11,0.134,0,0
44,45,2,4,0,9.12,0.1417,0,0
44,45,2,5,0,9.77,0.2269,0,0
44,45,2,6,0,11.56,1.0882,0,1
44,45,2,7,0,11.76,0.671,0,0
44,45,2,8,0,15.1,0.2681,0,0
44,45,2,9,0,14.58,0.1548,0,0
44,45,2,10,0,15.92,0.1847,0,0
44,45,2,11,0,18.17,0.2899,0,0
44,45,2,12,0,18.19,0.2898,0,0
44,45,2,13,0,18.9,0.1735,0,0
44,45,2,14,0,21.21,0.2754,0,0
44,45,2,15,0,20.83,0.2825,0,0
44,45,2,16,0,20.24,0.8627,0,0
44,45,2,17,0,19.95,1.252,0,1
44,45,2,18,0,18.23,0.5848,1,0
44,45,2,19,0,19.17,1.0001,1,0
44,45,2,20,0,14.16,1.1408,1,1
44,45,2,21,0,14.41,0.6871,1,0
44,45,2,22,0,14.06,0.586,0,0
44,45,2,23,0,12.81,0.4558,0,0
45,46,3,0,0,11.69,0.1535,0,0
45,46,3,1,0,11.66,0.1661,0,0
45,46,3,2,0,9.0,0.1489,0,0
45,46,3,3,0,9.97,0.1348,0,0
45,46,3,4,0,9.14,0.1704,0,0
45,46,3,5,0,9.04,0.3199,0,0
45,46,3,6,0,9.96,0.9023,0,1
45,46,3,7,0,11.64,0.7964,0,0
45,46,3,8,0,15.18,0.2158,0,0
45,46,3,9,0,15.42,0.2565,0,0
45,46,3,10,0,17.03,1.0318,0,1
45,46,3,11,0,18.56,0.2297,0,0
45,46,3,12,0,20.67,0.2291,0,0
45,46,3,13,0,19.01,0.194,0,0
45,46,3,14,0,20.71,0.1981,0,0
45,46,3,15,0,20.65,0.2589,0,0
45,46,3,16,0,20.2,0.2513,0,0
45,46,3,17,0,20.8,0.1514,0,0
45,46,3,18,0,18.36,0.5483,1,0
45,46,3,19,0,16.81,1.1769,1,1
45,46,3,20,0,14.11,0.7382,1,0
45,46,3,21,0,13.58,0.5989,1,0
45,46,3,22,0,14.08,0.4571,0,0
45,46,3,23,0,10.63,0.7839,0,0
46,47,4,0,0,12.93,0.1674,0,0
46,47,4,1,0,10.8,0.1245,0,0
46,47,4,2,0,9.71,0.1588,0,0
46,47,4,3,0,9.54,0.1575,0,0
46,47,4,4,0,8.97,0.1414,0,0
46,47,4,5,0,12.2,0.233,0,0
46,47,4,6,0,12.6,0.7263,0,0
46,47,4,7,0,12.09,1.047,0,0
46,47,4,8,0,13.17,0.1955,0,0
46,47,4,9,0,15.76,0.132,0,0
46,47,4,10,0,15.74,1.1571,0,1
46,47,4,11,0,18.52,0.172,0,0
46,47,4,12,0,18.46,0.32,0,0
46,47,4,13,0,20.23,0.2093,0,0
46,47,4,14,0,20.74,1.1664,0,1
46,47,4,15,0,21.71,0.2925,0,0
46,47,4,16,0,20.72,0.1592,0,0
46,47,4,17,0,19.27,1.276,0,1
46,47,4,18,0,17.41,0.4755,1,0
46,47,4,19,0,17.26,0.5334,1,0
46,47,4,20,0,16.23,0.8701,1,0
46,47,4,21,0,12.76,0.4327,1,0
46,47,4,22,0,13.65,0.5967,0,0
46,47,4,23,0,12.07,0.5243,0,0
47,48,5,0,1,12.21,0.1613,0,0
47,48,5,1,1,10.25,0.1282,0,0
47,48,5,2,1,9.79,0.1334,0,0
47,48,5,3,1,8.92,0.1776,0,0
47,48,5,4,1,9.36,0.1809,0,0
47,48,5,5,1,9.07,0.2258,0,0
47,48,5,6,1,11.07,0.8097,0,1
47,48,5,7,1,13.56,0.3148,0,0
47,48,5,8,1,12.56,0.2881,0,0
47,48,5,9,1,16.5,0.1822,0,0
47,48,5,10,1,16.76,0.1667,0,0
47,48,5,11,1,19.81,0.9958,0,1
47,48,5,12,1,16.56,0.2196,0,0
47,48,5,13,1,20.8,0.2385,0,0
47,48,5,14,1,18.24,0.2248,0,0
47,48,5,15,1,19.13,0.2599,0,0
47,48,5,16,1,20.24,1.1253,0,1
47,48,5,17,1,20.62,0.3907,0,0
47,48,5,18,1,20.87,0.6042,1,0
47,48,5,19,1,17.91,0.5903,1,0
47,48,5,20,1,16.27,0.5103,1,0
47,48,5,21,1,14.71,0.4129,1,0
47,48,5,22,1,15.53,0.5514,0,0
47,48,5,23,1,12.59,0.6352,0,0
48,49,6,0,1,11.77,0.1556,0,0
48,49,6,1,1,10.11,0.158,0,0
48,49,6,2,1,10.0,0.1732,0,0
48,49,6,3,1,9.12,0.1621,0,0
48,49,6,4,1,11.18,0.176,0,0
48,49,6,5,1,9.74,0.2884,0,0
48,49,6,6,1,10.61,0.8509,0,1
48,49,6,7,1,13.82,0.7335,0,0
48,49,6,8,1,13.54,0.2147,0,0
48,49,6,9,1,16.1,0.1935,0,0
48,49,6,10,1,17.72,1.3606,0,1
48,49,6,11,1,19.7,0.1672,0,0
48,49,6,12,1,19.74,0.1243,0,0
48,49,6,13,1,18.36,0.3412,0,0
48,49,6,14,1,20.54,0.9812,0,1
48,49,6,15,1,19.06,0.1636,0,0
48,49,6,16,1,19.32,0.3448,0,0
48,49,6,17,1,20.56,0.3471,0,0
48,49,6,18,1,20.47,0.4709,1,0
48,49,6,19,1,16.49,0.5176,1,0
48,49,6,20,1,16.98,0.4645,1,0
48,49,6,21,1,15.03,0.544,1,0
48,49,6,22,1,14.51,0.5629,0,0
48,49,6,23,1,12.92,0.6228,0,0
49,50,0,0,0,10.79,0.1633,0,0
49,50,0,1,0,10.29,0.1588,0,0
49,50,0,2,0,11.97,0.137,0,0
49,50,0,3,0,9.4,0.1614,0,0
49,50,0,4,0,11.33,0.1364,0,0
49,50,0,5,0,11.41,0.2961,0,0
49,50,0,6,0,12.76,0.7456,0,1
49,50,0,7,0,11.81,0.2793,0,0
49,50,0,8,0,13.69,0.1375,0,0
49,50,0,9,0,14.9,0.1562,0,0
49,50,0,10,0,17.87,0.2935,0,0
49,50,0,11,0,19.09,0.187,0,0
49,50,0,12,0,19.03,0.2276,0,0
49,50,0,13,0,19.11,0.3089,0,0
49,50,0,14,0,20.23,0.2611,0,0
49,50,0,15,0,20.62,0.2463,0,0
49,50,0,16,0,19.87,0.234,0,0
49,50,0,17,0,19.04,1.0561,0,1
49,50,0,18,0,18.75,0.4643,1,0
49,50,0,19,0,17.55,0.5459,1,0
49,50,0,20,0,18.25,1.1663,1,1
49,50,0,21,0,16.9,0.6335,1,0
49,50,0,22,0,14.32,0.7041,0,0
49,50,0,23,0,15.31,0.6321,0,0
50,51,1,0,0,12.32,0.1423,0,0
50,51,1,1,0,10.34,0.1594,0,0
50,51,1,2,0,10.12,0.1417,0,0
50,51,1,3,0,9.9,0.1445,0,0
50,51,1,4,0,9.46,0.1435,0,0
50,51,1,5,0,11.55,0.2524,0,0
50,51,1,6,0,11.08,0.8819,0,1
50,51,1,7,0,11.84,0.3707,0,0
50,51,1,8,0,15.24,0.2949,0,0
50,51,1,9,0,14.33,0.2183,0,0
50,51,1,10,0,16.74,0.3139,0,0
50,51,1,11,0,17.97,0.1858,0,0
50,51,1,12,0,17.98,0.2763,0,0
50,51,1,13,0,19.57,0.1932,0,0
50,51,1,14,0,19.82,0.2449,0,0
